run_id,track,task,condition,run_num,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,total_input_tokens,effective_input_tokens,num_turns,num_iterations,duration_ms,duration_api_ms,cost_usd,model,stop_reason,result_length,session_id,is_error,tool_calls,total_tool_calls,used_agent,wall_clock_sec,file
explain_rerender_caveman_004,B,explain_rerender,caveman,4,3,1050,0,25081,25084,2511.1000000000004,1,1,18803,18695,0.0232833,claude-sonnet-4-6,end_turn,3678,86b6e55d-392b-4eb6-b48b-01f71768a674,False,{},0,False,25,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/explain_rerender_caveman_004.json
explain_rerender_caveman_005,B,explain_rerender,caveman,5,3,1111,0,25081,25084,2511.1000000000004,1,1,19497,19374,0.0241983,claude-sonnet-4-6,end_turn,3669,46a2de1e-2990-40a8-88d0-9fe4d61fb500,False,{},0,False,25,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/explain_rerender_caveman_005.json
explain_rerender_caveman_006,B,explain_rerender,caveman,6,3,1005,0,25081,25084,2511.1000000000004,1,1,18084,17969,0.022608299999999998,claude-sonnet-4-6,end_turn,3406,5129168d-56ae-49bc-8d14-43be4b2a1f93,False,{},0,False,24,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/explain_rerender_caveman_006.json
explain_rerender_caveman_007,B,explain_rerender,caveman,7,3,1217,0,25081,25084,2511.1000000000004,1,1,21497,21394,0.0257883,claude-sonnet-4-6,end_turn,4220,c88d4607-50e3-45b4-ad1a-138be3fcb46e,False,{},0,False,27,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/explain_rerender_caveman_007.json
explain_rerender_caveman_008,B,explain_rerender,caveman,8,3,1186,0,25081,25084,2511.1000000000004,1,1,21122,21010,0.0253233,claude-sonnet-4-6,end_turn,4035,42356ad1-f96c-4feb-a03c-59c493015f37,False,{},0,False,28,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/explain_rerender_caveman_008.json
explain_rerender_caveman_009,B,explain_rerender,caveman,9,3,1062,0,25081,25084,2511.1000000000004,1,1,19498,19401,0.0234633,claude-sonnet-4-6,end_turn,3605,25a2694c-9c8c-404d-86cb-5c3e213ffa8f,False,{},0,False,25,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/explain_rerender_caveman_009.json
explain_rerender_caveman_010,B,explain_rerender,caveman,10,3,1299,0,25081,25084,2511.1000000000004,1,1,22167,22065,0.027018299999999995,claude-sonnet-4-6,end_turn,4240,095dd86b-aa04-4891-94f8-e8d519fbc5ee,False,{},0,False,28,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/explain_rerender_caveman_010.json
fix_auth_middleware_baseline_001,B,fix_auth_middleware,baseline,1,3,1597,13047,12209,25259,17532.65,1,1,20922,20809,0.07655295,claude-sonnet-4-6,end_turn,2266,965b20c4-8a64-44f0-98a4-e3166261c157,False,{},0,False,26,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/fix_auth_middleware_baseline_001.json
fix_auth_middleware_baseline_002,B,fix_auth_middleware,baseline,2,3,1194,0,25256,25259,2528.6000000000004,1,1,19964,19830,0.0254958,claude-sonnet-4-6,end_turn,2108,6989335d-bbeb-4ebd-a900-ac8bb96c7a6d,False,{},0,False,26,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/fix_auth_middleware_baseline_002.json
fix_auth_middleware_baseline_003,B,fix_auth_middleware,baseline,3,3,1236,13047,12209,25259,17532.65,1,1,17568,17459,0.07113794999999999,claude-sonnet-4-6,end_turn,1776,99051df8-b950-419f-b679-ca6cef328274,False,{},0,False,23,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/fix_auth_middleware_baseline_003.json
fix_auth_middleware_baseline_004,B,fix_auth_middleware,baseline,4,3,1513,13047,12209,25259,17532.65,1,1,28867,28736,0.07529295,claude-sonnet-4-6,end_turn,1881,c79832d4-5b4b-4fd0-8a6b-3548a33eb362,False,{},0,False,34,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/fix_auth_middleware_baseline_004.json
fix_auth_middleware_baseline_005,B,fix_auth_middleware,baseline,5,3,2508,0,25256,25259,2528.6000000000004,1,1,40018,39904,0.045205800000000004,claude-sonnet-4-6,end_turn,2272,fdb10099-4e0a-4be3-be6e-5dbb7bfc85cd,False,{},0,False,47,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/fix_auth_middleware_baseline_005.json
fix_auth_middleware_baseline_006,B,fix_auth_middleware,baseline,6,3,968,0,25256,25259,2528.6000000000004,1,1,18608,18494,0.022105800000000002,claude-sonnet-4-6,end_turn,2217,9720f6c3-86bf-4fab-95db-9c19c65fcf10,False,{},0,False,25,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/fix_auth_middleware_baseline_006.json
fix_auth_middleware_baseline_007,B,fix_auth_middleware,baseline,7,3,1266,13047,12209,25259,17532.65,1,1,21904,21800,0.07158795,claude-sonnet-4-6,end_turn,1852,55dc3727-fd7c-4595-bdd0-02f0f06f9b98,False,{},0,False,28,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/fix_auth_middleware_baseline_007.json
fix_auth_middleware_baseline_008,B,fix_auth_middleware,baseline,8,3,855,0,25256,25259,2528.6000000000004,1,1,13918,13819,0.0204108,claude-sonnet-4-6,end_turn,2104,329672c2-a9b1-49e3-bb5c-6f321c27f802,False,{},0,False,21,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/fix_auth_middleware_baseline_008.json
fix_auth_middleware_baseline_009,B,fix_auth_middleware,baseline,9,3,946,0,25256,25259,2528.6000000000004,1,1,16276,16176,0.021775799999999998,claude-sonnet-4-6,end_turn,1998,8eb8a52a-790d-4e56-9ac5-070a3a02d647,False,{},0,False,22,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/fix_auth_middleware_baseline_009.json
fix_auth_middleware_baseline_010,B,fix_auth_middleware,baseline,10,3,1469,0,25256,25259,2528.6000000000004,1,1,23701,23598,0.029620799999999996,claude-sonnet-4-6,end_turn,1750,038f3fd3-e086-4ab7-adb0-4afaef04b8a1,False,{},0,False,30,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/fix_auth_middleware_baseline_010.json
fix_auth_middleware_caveman_001,B,fix_auth_middleware,caveman,1,3,1044,13047,12209,25259,17532.65,1,1,17871,17762,0.06825795,claude-sonnet-4-6,end_turn,1934,587dfa16-19c5-42f3-a5e0-641491ab66ef,False,{},0,False,23,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/fix_auth_middleware_caveman_001.json
fix_auth_middleware_caveman_002,B,fix_auth_middleware,caveman,2,3,1947,0,25256,25259,2528.6000000000004,1,1,28667,28554,0.0367908,claude-sonnet-4-6,end_turn,1937,cf78ca61-78ca-45fa-8a4e-b43a0a57364f,False,{},0,False,34,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/fix_auth_middleware_caveman_002.json
fix_auth_middleware_caveman_003,B,fix_auth_middleware,caveman,3,3,964,0,25256,25259,2528.6000000000004,1,1,18348,18238,0.0220458,claude-sonnet-4-6,end_turn,2268,5aca62ff-d48e-44fd-b490-5579fedbbdb2,False,{},0,False,24,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/fix_auth_middleware_caveman_003.json
fix_auth_middleware_caveman_004,B,fix_auth_middleware,caveman,4,3,1625,13047,12209,25259,17532.65,1,1,28315,28203,0.07697294999999998,claude-sonnet-4-6,end_turn,1647,a4b02e58-cf8d-4d90-99e9-b6f1b93382ef,False,{},0,False,34,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/fix_auth_middleware_caveman_004.json
fix_auth_middleware_caveman_005,B,fix_auth_middleware,caveman,5,3,1463,0,25256,25259,2528.6000000000004,1,1,22873,22699,0.029530800000000003,claude-sonnet-4-6,end_turn,2149,07c1f9a3-b6bd-485b-b93a-bb74d326eb53,False,{},0,False,29,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/fix_auth_middleware_caveman_005.json
fix_auth_middleware_caveman_006,B,fix_auth_middleware,caveman,6,3,709,0,25256,25259,2528.6000000000004,1,1,12303,12190,0.018220800000000002,claude-sonnet-4-6,end_turn,1604,4bde39c3-3ffe-45b8-9e3a-67b33c116de2,False,{},0,False,19,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/fix_auth_middleware_caveman_006.json
fix_auth_middleware_caveman_007,B,fix_auth_middleware,caveman,7,3,1038,13047,12209,25259,17532.65,1,1,15601,15503,0.06816795,claude-sonnet-4-6,end_turn,1803,baaed86e-6eda-40bc-9c43-341fcac46f27,False,{},0,False,22,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/fix_auth_middleware_caveman_007.json
fix_auth_middleware_caveman_008,B,fix_auth_middleware,caveman,8,3,1483,0,25256,25259,2528.6000000000004,1,1,20589,20470,0.029830799999999998,claude-sonnet-4-6,end_turn,1696,b4d1563f-c3cb-490d-a3ab-0f06d5a2ea48,False,{},0,False,26,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/fix_auth_middleware_caveman_008.json
fix_auth_middleware_caveman_009,B,fix_auth_middleware,caveman,9,3,883,0,25256,25259,2528.6000000000004,1,1,13927,13810,0.0208308,claude-sonnet-4-6,end_turn,1729,93c6f003-0b85-4f27-be0c-d5582815cbe6,False,{},0,False,20,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/fix_auth_middleware_caveman_009.json
fix_auth_middleware_caveman_010,B,fix_auth_middleware,caveman,10,3,1823,0,25256,25259,2528.6000000000004,1,1,31153,31050,0.0349308,claude-sonnet-4-6,end_turn,2213,a71ddba8-5eed-4e4d-9921-99946e41ff12,False,{},0,False,38,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/fix_auth_middleware_caveman_010.json
react_error_boundary_baseline_001,B,react_error_boundary,baseline,1,3,565,12873,12209,25085,17315.15,1,1,8566,8453,0.06042045,claude-sonnet-4-6,end_turn,1762,3a71c7b9-73ca-4b05-926a-cdd8890531d6,False,{},0,False,14,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/react_error_boundary_baseline_001.json
react_error_boundary_baseline_002,B,react_error_boundary,baseline,2,3,570,0,25082,25085,2511.2000000000003,1,1,8369,8271,0.0160836,claude-sonnet-4-6,end_turn,1739,0e0ab38d-83de-41b3-a831-372719238034,False,{},0,False,15,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/react_error_boundary_baseline_002.json
react_error_boundary_baseline_003,B,react_error_boundary,baseline,3,3,565,12873,12209,25085,17315.15,1,1,9482,9380,0.06042045,claude-sonnet-4-6,end_turn,1761,164718f6-7099-48a4-8620-785ab187ee91,False,{},0,False,15,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/react_error_boundary_baseline_003.json
react_error_boundary_baseline_004,B,react_error_boundary,baseline,4,3,519,0,25082,25085,2511.2000000000003,1,1,8125,8025,0.0153186,claude-sonnet-4-6,end_turn,1572,e72fdf38-68e2-4864-b48d-dd8de13ad65f,False,{},0,False,14,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/react_error_boundary_baseline_004.json
react_error_boundary_baseline_005,B,react_error_boundary,baseline,5,3,578,12873,12209,25085,17315.15,1,1,10388,10291,0.06061545,claude-sonnet-4-6,end_turn,1777,5f3a06ba-70e8-457a-972c-67f97bfbe24a,False,{},0,False,16,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/react_error_boundary_baseline_005.json
react_error_boundary_baseline_006,B,react_error_boundary,baseline,6,3,503,0,25082,25085,2511.2000000000003,1,1,8119,8019,0.0150786,claude-sonnet-4-6,end_turn,1507,9f5d2f0b-0229-4ff0-8fad-c8a502e67f2b,False,{},0,False,13,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/react_error_boundary_baseline_006.json
react_error_boundary_baseline_007,B,react_error_boundary,baseline,7,3,589,12873,12209,25085,17315.15,1,1,9182,9053,0.06078045000000001,claude-sonnet-4-6,end_turn,1799,089a52cf-3df3-4e15-aa93-8d0c25e9b60d,False,{},0,False,14,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/react_error_boundary_baseline_007.json
react_error_boundary_baseline_008,B,react_error_boundary,baseline,8,3,573,0,25082,25085,2511.2000000000003,1,1,8955,8853,0.0161286,claude-sonnet-4-6,end_turn,1776,14996dd5-7f96-48c7-b6b3-8d596674adde,False,{},0,False,14,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/react_error_boundary_baseline_008.json
react_error_boundary_baseline_009,B,react_error_boundary,baseline,9,3,591,0,25082,25085,2511.2000000000003,1,1,8751,8639,0.0163986,claude-sonnet-4-6,end_turn,1846,231b308b-0e79-424d-b4e8-848482c263a2,False,{},0,False,15,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/react_error_boundary_baseline_009.json
react_error_boundary_baseline_010,B,react_error_boundary,baseline,10,3,595,0,25082,25085,2511.2000000000003,1,1,9098,8982,0.0164586,claude-sonnet-4-6,end_turn,1858,3758ad1d-ac11-4e36-a5ed-3a700ab85aa9,False,{},0,False,15,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/react_error_boundary_baseline_010.json
react_error_boundary_caveman_001,B,react_error_boundary,caveman,1,5,783,660,75367,76032,8366.7,3,1,16000,15774,0.03684509999999999,claude-sonnet-4-6,end_turn,704,b8583498-f13a-4018-8e43-bfff4f5c9c05,False,{},0,False,22,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/react_error_boundary_caveman_001.json
react_error_boundary_caveman_002,B,react_error_boundary,caveman,2,3,518,0,25082,25085,2511.2000000000003,1,1,8236,8139,0.0153036,claude-sonnet-4-6,end_turn,1533,3f2b09ae-804a-4db9-b400-2744c564f8c1,False,{},0,False,14,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/react_error_boundary_caveman_002.json
react_error_boundary_caveman_003,B,react_error_boundary,caveman,3,3,443,0,25082,25085,2511.2000000000003,1,1,7398,7294,0.0141786,claude-sonnet-4-6,end_turn,1337,368e96cf-e93d-4a28-918c-7752c6b46e5a,False,{},0,False,14,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/react_error_boundary_caveman_003.json
react_error_boundary_caveman_004,B,react_error_boundary,caveman,4,3,597,0,25082,25085,2511.2000000000003,1,1,9116,9015,0.0164886,claude-sonnet-4-6,end_turn,1886,1b9b1c3a-2b56-4613-870b-99f6a82ddb54,False,{},0,False,15,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/react_error_boundary_caveman_004.json
react_error_boundary_caveman_005,B,react_error_boundary,caveman,5,3,592,0,25082,25085,2511.2000000000003,1,1,9025,8923,0.0164136,claude-sonnet-4-6,end_turn,1846,4fa0fbfd-e654-461d-afb5-dae18431b157,False,{},0,False,15,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/react_error_boundary_caveman_005.json
react_error_boundary_caveman_006,B,react_error_boundary,caveman,6,3,517,0,25082,25085,2511.2000000000003,1,1,8044,7948,0.0152886,claude-sonnet-4-6,end_turn,1586,ca8a91e3-48a0-48a8-b14d-331378e753bf,False,{},0,False,14,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/react_error_boundary_caveman_006.json
react_error_boundary_caveman_007,B,react_error_boundary,caveman,7,3,588,12873,12209,25085,17315.15,1,1,9206,9109,0.060765450000000006,claude-sonnet-4-6,end_turn,1874,f32cee97-0168-40af-b1f5-ec05684eff83,False,{},0,False,14,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/react_error_boundary_caveman_007.json
react_error_boundary_caveman_008,B,react_error_boundary,caveman,8,3,400,12849,12209,25061,17285.15,1,1,6486,6387,0.057855449999999996,claude-sonnet-4-6,end_turn,1213,586d7f63-8840-46ab-8146-b79afcb45610,False,{},0,False,13,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/react_error_boundary_caveman_008.json
react_error_boundary_caveman_009,B,react_error_boundary,caveman,9,3,582,0,25058,25061,2508.8,1,1,9270,9172,0.0162564,claude-sonnet-4-6,end_turn,1788,0e5927e4-a195-48e1-99fb-b7f9da275855,False,{},0,False,15,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/react_error_boundary_caveman_009.json
react_error_boundary_caveman_010,B,react_error_boundary,caveman,10,3,432,0,25082,25085,2511.2000000000003,1,1,8117,8019,0.0140136,claude-sonnet-4-6,end_turn,1325,dfa40676-76ba-41e7-8074-a39410703230,False,{},0,False,13,/Users/ytchou/Project/portfolio/projects/caveman-audit/data/runs/track_b/react_error_boundary_caveman_010.json
